X,Y,Z
65,6,248.16309
66,6,218.21729
67,6,187.09374
68,6,178.77828
69,6,197.32607
70,6,234.10314
71,6,261.17967
72,6,249.96304
73,6,212.12992
74,6,197.44831
75,6,209.49146
76,6,244.69722
77,6,263.19044
78,6,258.03366
79,6,255.61205
80,6,301.78334
81,6,365.7481
82,6,342.72646
83,6,279.07551
84,6,246.2852
85,6,228.48393
86,6,218.63707
87,6,227.26181
88,6,256.00881
89,6,296.68643
90,6,339.5239
91,6,368.46486
92,6,396.0269
93,6,428.1438
94,6,394.62561
95,6,332.53378
96,6,284.35433
97,6,255.35265
98,6,238.72226
99,6,232.57869
0,7,216.71025
1,7,237.60871
2,7,271.33892
3,7,267.3751
4,7,256.30577
5,7,264.71485
6,7,300.05681
7,7,366.43254
8,7,461.35598
9,7,507.09746
10,7,435.5102
11,7,359.24063
12,7,310.76242
13,7,286.78139
14,7,264.00019
15,7,243.3424
16,7,203.15017
17,7,124.28403
18,7,87.888229
19,7,81.441599
20,7,95.561177
21,7,123.20204
22,7,143.26405
23,7,141.69251
24,7,118.17039
25,7,82.315772
26,7,65.335293
27,7,65.092705
28,7,77.469744
29,7,96.937717
30,7,134.0405
31,7,200.40441
32,7,272.46172
33,7,288.16753
34,7,296.6611
35,7,320.42307
36,7,378.97219
37,7,434.44955
38,7,422.04896
39,7,380.98358
40,7,371.61057
41,7,389.21972
42,7,435.91914
43,7,497.50946
44,7,561.09027
45,7,625.90459
46,7,668.75254
47,7,667.90673
48,7,673.61808
49,7,719.2905
50,7,785.48399
51,7,771.12388
52,7,743.10838
53,7,701.13532
54,7,655.65579
55,7,634.51456
56,7,639.08623
57,7,675.20532
58,7,712.04665
59,7,637.50724
60,7,551.68955
61,7,507.34407
62,7,448.70077
63,7,351.9977
64,7,299.21498
65,7,272.01416
66,7,238.97397
67,7,215.82106
68,7,220.38123
69,7,257.35163
70,7,291.39433
71,7,309.44659
72,7,273.38
73,7,245.32311
74,7,244.40214
75,7,273.15458
76,7,326.67084
77,7,359.65886
78,7,326.3212
79,7,302.13631
80,7,317.7163
81,7,358.51977
82,7,325.21202
83,7,248.51694
84,7,193.27904
85,7,176.1353
86,7,179.85034
87,7,207.38631
88,7,239.49369
89,7,266.06421
90,7,287.18737
91,7,316.52002
92,7,374.14308
93,7,431.20872
94,7,427.3065
95,7,382.48409
96,7,322.23422
97,7,276.50792
98,7,238.0238
99,7,217.90474
0,8,198.48868
1,8,198.10011
2,8,209.22643
3,8,213.30182
4,8,223.36806
5,8,253.30549
6,8,304.00747
7,8,369.95433
8,8,457.88206
9,8,518.47576
10,8,456.27543
11,8,370.48584
12,8,300.21646
13,8,256.7063
14,8,233.66838
15,8,210.52146
16,8,164.38209
17,8,116.5171
18,8,101.33367
19,8,110.24895
20,8,145.24876
21,8,173.86224
22,8,209.99137
23,8,227.78308
24,8,179.9453
25,8,123.41542
26,8,86.876425
27,8,72.611274
28,8,73.248008
29,8,85.162197
30,8,117.77664
31,8,182.09205
32,8,220.0894
33,8,228.79617
34,8,248.01905
35,8,299.50228
36,8,379.95208
37,8,449.95495
38,8,458.05558
39,8,434.93892
40,8,430.85625
41,8,449.96494
42,8,496.22806
43,8,558.81287
44,8,615.61249
45,8,663.14764
46,8,697.04669
47,8,699.37011
48,8,704.62205
49,8,755.52839
50,8,791.01154
51,8,753.78779
52,8,698.54159
53,8,649.39623
54,8,613.55738
55,8,585.58187
56,8,578.02109
57,8,602.27388
58,8,654.18993
59,8,629.61
60,8,539.88751
61,8,467.05405
62,8,408.01642
63,8,356.70624
64,8,340.67348
65,8,328.65188
66,8,301.63807
67,8,272.3422
68,8,270.68022
69,8,296.98513
70,8,331.16947
71,8,354.67997
72,8,329.67485
73,8,300.75518
74,8,296.76551
75,8,315.77006
76,8,367.92804
77,8,427.00689
78,8,403.7568
79,8,356.16363
80,8,333.99827
81,8,334.90841
82,8,304.44093
83,8,234.63015
84,8,162.40608
85,8,141.30486
86,8,149.86599
87,8,187.21235
88,8,212.04196
89,8,227.50849
90,8,250.16215
91,8,300.32225
92,8,379.354
93,8,430.32543
94,8,443.85715
95,8,408.48934
96,8,383.03288
97,8,331.4126
98,8,260.42994
99,8,216.93111
0,9,188.74639
1,9,176.67923
2,9,177.94972
3,9,187.98384
4,9,214.93631
5,9,261.51422
6,9,329.51585
7,9,391.16306
8,9,467.13727
9,9,511.08004
10,9,460.47664
11,9,395.35227
12,9,312.20393
13,9,245.61541
14,9,205.10897
15,9,176.22584
16,9,146.07403
17,9,124.84096
18,9,124.34234
19,9,149.18873
20,9,207.55375
21,9,238.06056
22,9,260.6764
23,9,270.97846
24,9,208.55369
25,9,151.54824
26,9,113.38123
27,9,87.626747
28,9,79.989123
29,9,84.041121
30,9,100.81575
31,9,131.70213
32,9,161.24338
33,9,180.80615
34,9,218.27556
35,9,288.44814
36,9,369.58652
37,9,411.76948
38,9,415.09527
39,9,409.62839
40,9,418.71413
41,9,455.93166
42,9,502.7509
43,9,557.10717
44,9,617.0427
45,9,615.28511
46,9,635.41899
47,9,621.49726
48,9,640.13828
49,9,697.5763
50,9,738.32113
51,9,743.45472
52,9,688.14965
53,9,632.68729
54,9,591.91376
55,9,556.71028
56,9,533.29949
57,9,545.5266
58,9,600.23068
59,9,615.65352
60,9,538.02254
61,9,460.7
62,9,415.656
63,9,406.72874
64,9,418.8071
65,9,404.77747
66,9,365.10593
67,9,345.9863
68,9,350.65434
69,9,378.63571
70,9,398.74525
71,9,413.51683
72,9,385.13203
73,9,371.01109
74,9,373.34797
75,9,376.44656
76,9,392.4448
77,9,443.58599
78,9,419.498
79,9,351.21902
80,9,288.79742
81,9,268.45317
82,9,252.40589
83,9,212.17889
84,9,138.53614
85,9,114.6988
86,9,122.17588
87,9,156.74328
88,9,175.89203
89,9,194.9465
90,9,232.40252
91,9,292.53413
92,9,359.81666
93,9,373.69818
94,9,375.62375
95,9,361.89146
96,9,345.5969
97,9,313.43637
98,9,271.68376
99,9,221.03752
0,10,172.24892
1,10,159.82366
2,10,163.09051
3,10,184.01557
4,10,225.32726
5,10,279.28761
6,10,354.86555
7,10,438.80687
8,10,508.04644
9,10,501.90586
10,10,435.77845
11,10,384.38312
12,10,322.97981
13,10,245.58199
14,10,197.6795
15,10,168.65432
16,10,150.20443
17,10,145.36147
18,10,156.40701
19,10,191.60299
20,10,249.71155
21,10,299.74399
22,10,314.80764
23,10,286.52343
24,10,229.29386
25,10,183.44433
26,10,130.59853
27,10,101.78991
28,10,91.354799
29,10,91.86304
30,10,96.320482
31,10,110.09192
32,10,126.25944
33,10,146.52028
34,10,180.30242
35,10,247.66695
36,10,293.48194
37,10,312.79459
38,10,322.7762
39,10,328.7185
40,10,348.98907
41,10,403.28172
42,10,451.058
43,10,502.15018
44,10,535.41189
45,10,515.02975
46,10,521.0412
47,10,530.49961
48,10,572.75536
49,10,640.70801
50,10,717.58531
51,10,771.10742
52,10,716.24238
53,10,656.89959
54,10,606.60258
55,10,541.03321
56,10,501.57521
57,10,494.49828
58,10,516.83411
59,10,545.03459
60,10,526.02267
61,10,480.74287
62,10,469.97788
63,10,483.89064
64,10,485.32439
65,10,461.81032
66,10,437.00662
67,10,430.50202
68,10,436.30456
69,10,461.89809
70,10,494.66152
71,10,475.79594
72,10,454.4177
73,10,465.50655
74,10,478.21797
75,10,452.42127
76,10,402.98855
77,10,398.30997
78,10,362.43103
79,10,300.55346
80,10,227.55819
81,10,196.26137
82,10,178.87273
83,10,145.85258
84,10,110.01173
85,10,98.453972
86,10,103.17055
87,10,125.1101
88,10,144.6579
89,10,175.09461
90,10,219.82097
91,10,279.48334
92,10,310.08835
93,10,295.12624
94,10,292.42501
95,10,301.55947
96,10,305.95721
97,10,269.47
98,10,239.0298
99,10,208.18995
0,11,150.55959
1,11,144.7014
2,11,156.3531
3,11,197.88925
4,11,258.54056
5,11,303.64567
6,11,373.09791
7,11,470.71473
8,11,524.173
9,11,497.00106
10,11,417.91107
11,11,348.7447
12,11,289.55171
13,11,236.18717
14,11,201.10403
15,11,180.63395
16,11,174.41772
17,11,182.20066
18,11,200.60313
19,11,228.79266
20,11,269.61269
21,11,323.28583
22,11,349.37003
23,11,312.81392
24,11,266.75179
25,11,214.8102
26,11,142.67429
27,11,112.36778
28,11,108.1763
29,11,115.89459
30,11,106.69818
31,11,106.67966
32,11,114.98783
33,11,129.69964
34,11,151.61197
35,11,186.34404
36,11,214.6106
37,11,231.95142
38,11,249.4453
39,11,262.7308
40,11,288.90769
41,11,343.26927
42,11,395.41705
43,11,421.62588
44,11,440.73702
45,11,439.51919
46,11,460.88358
47,11,497.64482
48,11,553.70756
49,11,625.73724
50,11,712.18233
51,11,783.41356
52,11,770.16758
53,11,718.70291
54,11,646.70972
55,11,549.64518
56,11,491.99611
57,11,465.32962
58,11,461.9816
59,11,477.14523
60,11,498.91032
61,11,510.70275
62,11,528.04956
63,11,535.12736
64,11,526.86707
65,11,516.37202
66,11,492.39862
67,11,477.42767
68,11,476.43062
69,11,486.18275
70,11,480.49911
71,11,471.81168
72,11,489.25486
73,11,540.32292
74,11,548.49504
75,11,490.30215
76,11,391.97685
77,11,328.10743
78,11,290.09225
79,11,246.47709
80,11,186.31844
81,11,148.5563
82,11,131.60918
83,11,115.34223
84,11,100.45893
85,11,91.308618
86,11,90.253953
87,11,99.405415
88,11,119.93172
89,11,149.17728
90,11,190.22571
91,11,243.70802
92,11,233.58731
93,11,223.11347
94,11,237.17617
95,11,275.67997
96,11,295.33717
97,11,250.45273
98,11,204.38531
99,11,175.65913
0,12,131.32273
1,12,131.85722
2,12,156.01551
3,12,223.9348
4,12,296.34369
5,12,336.79092
6,12,382.14256
7,12,461.15626
8,12,502.44357
9,12,488.80006
10,12,417.44786
11,12,339.96864
12,12,280.54895
13,12,243.88361
14,12,225.35528
15,12,219.39709
16,12,222.17658
17,12,241.52576
18,12,264.92296
19,12,292.42041
20,12,301.06774
21,12,337.95987
22,12,367.34323
23,12,341.74321
24,12,285.8888
25,12,219.87126
26,12,148.36762
27,12,126.18466
28,12,135.92386
29,12,166.57762
30,12,134.1961
31,12,117.06655
32,12,117.24405
33,12,127.81474
34,12,145.74482
35,12,165.62054
36,12,186.91399
37,12,208.40341
38,12,224.64193
39,12,241.67867
40,12,264.48415
41,12,300.59357
42,12,344.7738
43,12,365.95027
44,12,387.51251
45,12,418.72056
46,12,450.41129
47,12,500.63572
48,12,565.37509
49,12,640.81072
50,12,721.62069
51,12,796.3847
52,12,790.28864
53,12,727.00553
54,12,660.21925
55,12,566.04141
56,12,496.8725
57,12,456.24701
58,12,433.26008
59,12,432.92471
60,12,453.46531
61,12,492.02001
62,12,493.446
63,12,483.47672
64,12,480.09799
65,12,488.71572
66,12,465.96816
67,12,437.26447
68,12,422.56569
69,12,420.73358
70,12,417.00598
71,12,432.1336
72,12,477.95278
73,12,532.6328
74,12,533.78909
75,12,475.44102
76,12,376.11611
77,12,295.72702
78,12,256.75401
79,12,212.47765
80,12,157.44246
81,12,129.97832
82,12,119.33318
83,12,112.67711
84,12,102.87625
85,12,91.593053
86,12,83.837101
87,12,81.039865
88,12,87.067835
89,12,105.60189
90,12,149.78359
91,12,193.7516
92,12,176.93487
93,12,184.78221
94,12,220.81365
95,12,278.00379
96,12,304.8648
97,12,257.66831
98,12,193.21936
99,12,149.62682
0,13,117.86582
1,13,116.86681
2,13,140.04038
3,13,209.83703
4,13,277.44238
5,13,325.93114
6,13,360.96765
7,13,402.0874
8,13,439.61757
9,13,472.66028
10,13,432.88039
11,13,355.07568
12,13,297.94989
13,13,277.00116
14,13,273.21282
15,13,278.34961
16,13,275.60685
17,13,288.81665
18,13,323.063
19,13,353.39854
20,13,356.06576
21,13,365.62615
22,13,367.0957
23,13,322.13942
24,13,263.84993
25,13,197.12791
26,13,150.3106
27,13,140.68324
28,13,157.83273
29,13,194.87901
30,13,160.01585
31,13,133.44507
32,13,128.77063
33,13,137.53712
34,13,155.33452
35,13,169.10442
36,13,185.57358
37,13,206.93675
38,13,225.88546
39,13,245.3193
40,13,262.98064
41,13,284.22783
42,13,311.82062
43,13,337.40539
44,13,376.7763
45,13,437.98602
46,13,466.46304
47,13,529.25492
48,13,608.76564
49,13,691.67941
50,13,748.65624
51,13,802.52615
52,13,790.10621
53,13,717.45738
54,13,644.55063
55,13,569.07053
56,13,508.01938
57,13,460.77872
58,13,418.60597
59,13,406.06683
60,13,420.25354
61,13,462.81254
62,13,458.69912
63,13,426.37991
64,13,402.2784
65,13,389.78459
66,13,369.97629
67,13,370.12554
68,13,356.51235
69,13,354.86921
70,13,366.62799
71,13,398.64242
72,13,432.08579
73,13,446.6247
74,13,446.92031
75,13,423.84041
76,13,351.04406
77,13,279.46213
78,13,258.40297
79,13,184.78142
80,13,141.60102
81,13,127.76337
82,13,128.38233
83,13,137.15641
84,13,130.32902
85,13,109.14369
86,13,88.945723
87,13,77.315328
88,13,72.219785
89,13,75.34545
90,13,92.840064
91,13,119.09035
92,13,133.73055
93,13,179.2902
94,13,232.1768
95,13,296.07961
96,13,314.91955
97,13,280.5651
98,13,201.90053
99,13,141.7329
0,14,105.65404
1,14,102.3934
2,14,117.20198
3,14,162.29235
4,14,216.61863
5,14,256.49872
6,14,299.13048
7,14,349.56957
8,14,410.07347
9,14,470.46422
10,14,454.44191
11,14,393.32487
12,14,346.50665
13,14,335.10094
14,14,341.52071
15,14,358.78663
16,14,342.99717
17,14,348.46394
18,14,389.61267
19,14,439.70738
20,14,438.81698
21,14,422.50977
22,14,374.74719
23,14,297.69294
24,14,224.90066
25,14,182.81129
26,14,159.339
27,14,161.08068
28,14,188.80286
29,14,216.00546
30,14,176.25787
31,14,150.71278
32,14,149.41297
33,14,165.6666
34,14,178.93536
35,14,195.20143
36,14,212.86819
37,14,240.22038
38,14,264.33932
39,14,277.66945
40,14,282.3858
41,14,289.80164
42,14,305.80951
43,14,330.27843
44,14,371.94033
45,14,438.4756
46,14,475.60308
47,14,544.37657
48,14,627.8346
49,14,720.2985
50,14,780.04139
51,14,793.42987
52,14,771.18528
53,14,707.79933
54,14,645.40566
55,14,582.54161
56,14,534.01567
57,14,487.19296
58,14,421.44621
59,14,389.436
60,14,387.48654
61,14,410.74887
62,14,417.58716
63,14,389.15724
64,14,340.23726
65,14,305.98611
66,14,290.89596
67,14,294.38118
68,14,299.94702
69,14,312.27381
70,14,336.13473
71,14,355.8734
72,14,355.96515
73,14,358.90288
74,14,376.91611
75,14,386.75542
76,14,333.57901
77,14,249.34666
78,14,195.77377
79,14,152.98243
80,14,136.60887
81,14,140.58556
82,14,168.78118
83,14,209.31969
84,14,197.36593
85,14,155.59377
86,14,108.82329
87,14,87.360583
88,14,72.825424
89,14,64.940249
90,14,66.419723
91,14,78.880866
92,14,108.86736
93,14,172.80929
94,14,246.33739
95,14,292.83496
96,14,287.717
97,14,252.9811
98,14,197.26297
99,14,133.96822
0,15,91.725473
1,15,96.163821
2,15,113.0057
3,15,143.7246
4,15,185.20399
5,15,228.86179
6,15,279.81461
7,15,338.63861
8,15,410.91226
9,15,481.73567
10,15,484.36043
11,15,435.74537
12,15,411.44084
13,15,409.95987
14,15,417.04356
15,15,423.04378
16,15,408.38587
17,15,411.03846
18,15,436.72046
19,15,477.6455
20,15,468.85051
21,15,435.24243
22,15,370.09998
23,15,292.4401
24,15,213.38632
25,15,180.52334
26,15,173.46657
27,15,192.40644
28,15,244.53935
29,15,244.74892
30,15,198.69291
31,15,173.56525
32,15,178.51627
33,15,211.3431
34,15,214.45332
35,15,246.63564
36,15,286.86066
37,15,331.35938
38,15,365.01278
39,15,343.41836
40,15,325.19378
41,15,319.48016
42,15,320.43342
43,15,335.65483
44,15,364.53932
45,15,412.78509
46,15,469.43997
47,15,552.84391
48,15,635.0435
49,15,728.21419
50,15,772.63337
51,15,740.55069
52,15,709.33483
53,15,678.12734
